readcode,readterm,medcode,disease_new,disease_name_new,disease_number_new
E20z.00,Neurotic disorder NOS,14780,Anxiety disorders,anxiety,181
Eu41211,[X]Mild anxiety depression,7749,Anxiety disorders,anxiety,181
Z481.00,Phobia counselling,25749,Anxiety disorders,anxiety,181
Eu41000,[X]Panic disorder [episodic paroxysmal anxiety],8205,Anxiety disorders,anxiety,181
Eu41.00,[X]Other anxiety disorders,5385,Anxiety disorders,anxiety,181
Eu41z11,[X]Anxiety NOS,25638,Anxiety disorders,anxiety,181
8HHp.00,Referral for guided self-help for anxiety,28925,Anxiety disorders,anxiety,181
Eu41y11,[X]Anxiety hysteria,28167,Anxiety disorders,anxiety,181
Eu41y00,[X]Other specified anxiety disorders,24066,Anxiety disorders,anxiety,181
E200z00,Anxiety state NOS,4534,Anxiety disorders,anxiety,181
E202000,Phobia unspecified,2300,Anxiety disorders,anxiety,181
E202A00,Fear of flying,4167,Anxiety disorders,anxiety,181
Eu34111,[X]Depressive neurosis,8584,Anxiety disorders,anxiety,181
Eu40000,[X]Agoraphobia,2571,Anxiety disorders,anxiety,181
E200500,Recurrent anxiety,4634,Anxiety disorders,anxiety,181
E200000,Anxiety state unspecified,6939,Anxiety disorders,anxiety,181
E202.11,Social phobic disorders,16638,Anxiety disorders,anxiety,181
E202.12,Phobic anxiety,9944,Anxiety disorders,anxiety,181
E202100,Agoraphobia with panic attacks,3076,Anxiety disorders,anxiety,181
E202700,Animal phobia,28938,Anxiety disorders,anxiety,181
E202800,Claustrophobia,1723,Anxiety disorders,anxiety,181
1B1H.11,Fear,5347,Anxiety disorders,anxiety,181
Eu41112,[X]Anxiety reaction,35825,Anxiety disorders,anxiety,181
Eu40z12,[X]Phobic state NOS,67898,Anxiety disorders,anxiety,181
E202E00,Fear of pregnancy,6071,Anxiety disorders,anxiety,181
E20y.00,Other neurotic disorders,42000,Anxiety disorders,anxiety,181
E20y200,Other occupational neurosis,39518,Anxiety disorders,anxiety,181
E20y300,Psychasthenic neurosis,72171,Anxiety disorders,anxiety,181
E202D00,Fear of death,10390,Anxiety disorders,anxiety,181
8G52.00,Antiphobic therapy,63521,Anxiety disorders,anxiety,181
E202C00,Dental phobia,2366,Anxiety disorders,anxiety,181
Eu40300,[X]Needle phobia,12508,Anxiety disorders,anxiety,181
Eu40213,[X]Claustrophobia,11280,Anxiety disorders,anxiety,181
Eu40.00,[X]Phobic anxiety disorders,9386,Anxiety disorders,anxiety,181
Eu41011,[X]Panic attack,6408,Anxiety disorders,anxiety,181
Eu40112,[X]Social neurosis,42788,Anxiety disorders,anxiety,181
E200.00,Anxiety states,636,Anxiety disorders,anxiety,181
E202900,Fear of crowds,31672,Anxiety disorders,anxiety,181
Eu40z11,[X]Phobia NOS,7222,Anxiety disorders,anxiety,181
Eu41111,[X]Anxiety neurosis,962,Anxiety disorders,anxiety,181
E200300,Anxiety with depression,655,Anxiety disorders,anxiety,181
1Bb..00,Specific fear,18672,Anxiety disorders,anxiety,181
E201B00,Compensation neurosis,29322,Anxiety disorders,anxiety,181
Eu40200,[X]Specific (isolated) phobias,9785,Anxiety disorders,anxiety,181
Eu40z00,"[X]Phobic anxiety disorder, unspecified",34064,Anxiety disorders,anxiety,181
E202500,"Social phobia, fear of public washing",18603,Anxiety disorders,anxiety,181
Eu40100,[X]Social phobias,11602,Anxiety disorders,anxiety,181
Eu34113,[X]Neurotic depression,7737,Anxiety disorders,anxiety,181
E200200,Generalised anxiety disorder,4659,Anxiety disorders,anxiety,181
1466.00,H/O: anxiety state,3407,Anxiety disorders,anxiety,181
225K.00,O/E - fearful mood,26331,Anxiety disorders,anxiety,181
E202200,Agoraphobia without mention of panic attacks,12838,Anxiety disorders,anxiety,181
E200100,Panic disorder,4069,Anxiety disorders,anxiety,181
9N54.00,Encounter for fear,53067,Anxiety disorders,anxiety,181
E20..00,Neurotic disorders,5249,Anxiety disorders,anxiety,181
285..00,"Neurotic condition, insight present",15811,Anxiety disorders,anxiety,181
Z4L1.00,Anxiety counselling,7999,Anxiety disorders,anxiety,181
E200111,Panic attack,462,Anxiety disorders,anxiety,181
Eu34114,[X]Persistant anxiety depression,15220,Anxiety disorders,anxiety,181
Eu41100,[X]Generalized anxiety disorder,10344,Anxiety disorders,anxiety,181
E200400,Chronic anxiety,1758,Anxiety disorders,anxiety,181
E202.00,Phobic disorders,1907,Anxiety disorders,anxiety,181
Eu41200,[X]Mixed anxiety and depressive disorder,11913,Anxiety disorders,anxiety,181
E202300,"Social phobia, fear of eating in public",16199,Anxiety disorders,anxiety,181
E202B00,Cancer phobia,1510,Anxiety disorders,anxiety,181
Eu40012,[X]Panic disorder with agoraphobia,14890,Anxiety disorders,anxiety,181
Eu41z00,"[X]Anxiety disorder, unspecified",23838,Anxiety disorders,anxiety,181
Eu40214,[X]Simple phobia,12635,Anxiety disorders,anxiety,181
1B1V.00,C/O - panic attack,11890,Anxiety disorders,anxiety,181
146G.00,H/O: agoraphobia,11764,Anxiety disorders,anxiety,181
D200.00,Constitutional aplastic anaemia,69027,Aplastic anaemias,aplastic,138
D200311,Blackfan - Diamond syndrome,32900,Aplastic anaemias,aplastic,138
D200313,Constitutional red cell hypoplasia,47438,Aplastic anaemias,aplastic,138
D201211,Hypoplastic anaemia due to infection,65351,Aplastic anaemias,aplastic,138
D200400,Erythrogenesis imperfecta,107828,Aplastic anaemias,aplastic,138
D203.00,Transient acquired pure red cell aplasia,40244,Aplastic anaemias,aplastic,138
D200y00,Other specified constitutional aplastic anaemia,69379,Aplastic anaemias,aplastic,138
D202.00,Chronic acquired pure red cell aplasia,71965,Aplastic anaemias,aplastic,138
D200200,Constitutional aplastic anaemia with malformation,102848,Aplastic anaemias,aplastic,138
D204.00,Idiopathic aplastic anaemia,41142,Aplastic anaemias,aplastic,138
D20..00,Aplastic anaemia,15422,Aplastic anaemias,aplastic,138
D201.11,Normocytic anaemia due to aplasia,43825,Aplastic anaemias,aplastic,138
D201311,Radiation aplastic anaemia,70128,Aplastic anaemias,aplastic,138
D201611,Pancytopenia with malformation,31275,Aplastic anaemias,aplastic,138
D201400,Aplastic anaemia due to toxic cause,66239,Aplastic anaemias,aplastic,138
D203000,Transient erythroblastopenia of childhood,47620,Aplastic anaemias,aplastic,138
D200111,Fanconi's hypoplastic anaemia,64625,Aplastic anaemias,aplastic,138
D201412,Hypoplastic anaemia due to toxic cause,57114,Aplastic anaemias,aplastic,138
D201z13,Secondary red cell hypoplasia NEC,31774,Aplastic anaemias,aplastic,138
D201000,Aplastic anaemia due to chronic disease,16108,Aplastic anaemias,aplastic,138
D201600,Pancytopenia NOS,938,Aplastic anaemias,aplastic,138
D200011,Constitutional aplastic anaemia without malformation,69061,Aplastic anaemias,aplastic,138
D201111,Hypoplastic anaemia due to drug or chemical substance,32715,Aplastic anaemias,aplastic,138
D201700,Transient hypoplastic anaemia,34953,Aplastic anaemias,aplastic,138
D201800,[X]Pure red cell aplasia,30994,Aplastic anaemias,aplastic,138
D201500,Pancytopenia - acquired,5823,Aplastic anaemias,aplastic,138
D200312,Congenital pure red cell aplasia,7225,Aplastic anaemias,aplastic,138
D20z.00,Aplastic anaemia NOS,68087,Aplastic anaemias,aplastic,138
D200314,Congenital red cell hypoplasia,61462,Aplastic anaemias,aplastic,138
D201z12,Red cell hypoplasia,72104,Aplastic anaemias,aplastic,138
D201200,Aplastic anaemia due to infection,57859,Aplastic anaemias,aplastic,138
D201100,Aplastic anaemia due to drugs,43166,Aplastic anaemias,aplastic,138
D200300,Constitutional red cell aplasia and hypoplasia,72252,Aplastic anaemias,aplastic,138
D200211,Pancytopenia-dysmelia,31491,Aplastic anaemias,aplastic,138
D200.15,Hypoplastic anaemia - familial,44913,Aplastic anaemias,aplastic,138
D201.00,Acquired aplastic anaemia,15658,Aplastic anaemias,aplastic,138
D201z14,Secondary red cell aplasia NEC,65502,Aplastic anaemias,aplastic,138
D200000,Congenital hypoplastic anaemia,37320,Aplastic anaemias,aplastic,138
D20X.00,"Acquired pure red cell aplasia, unspecified",69269,Aplastic anaemias,aplastic,138
D201z00,Acquired aplastic anaemia NOS,21723,Aplastic anaemias,aplastic,138
D201612,Pancytopenia with pancreatitis,61326,Aplastic anaemias,aplastic,138
D200100,Fanconi's familial refractory anaemia,34754,Aplastic anaemias,aplastic,138
D200.13,Blackfan - Diamond syndrome,109273,Aplastic anaemias,aplastic,138
7700.11,Emergency appendicectomy,3141,Appendicitis,appendicitis,58
J200.00,Acute appendicitis with peritonitis,1999,Appendicitis,appendicitis,58
7700100,Emergency excision of abnormal appendix NEC,33538,Appendicitis,appendicitis,58
7701.00,Other excision of appendix,9699,Appendicitis,appendicitis,58
7701z00,Other excision of appendix NOS,29710,Appendicitis,appendicitis,58
J21..00,"Appendicitis, unqualified",25856,Appendicitis,appendicitis,58
J20z100,Acute gangrenous appendicitis,17014,Appendicitis,appendicitis,58
J201.12,Appendix abscess,4130,Appendicitis,appendicitis,58
J202.00,Acute appendicitis without peritonitis,29882,Appendicitis,appendicitis,58
7700z00,Emergency excision of appendix NOS,33826,Appendicitis,appendicitis,58
7701400,Endoscopic appendicectomy NEC,28587,Appendicitis,appendicitis,58
7700000,Emergency excision of abnormal appendix and drainage HFQ,23344,Appendicitis,appendicitis,58
7700300,Emergency appendicectomy NEC,7832,Appendicitis,appendicitis,58
7701y00,Other specified other excision of appendix,59158,Appendicitis,appendicitis,58
7700y00,Other specified emergency excision of appendix,60360,Appendicitis,appendicitis,58
J22z.00,Other appendicitis NOS,37817,Appendicitis,appendicitis,58
J201.11,Abscess of appendix,16716,Appendicitis,appendicitis,58
J20..00,Acute appendicitis,698,Appendicitis,appendicitis,58
J203.00,Acute appendicitis with generalised peritonitis,104496,Appendicitis,appendicitis,58
7700.00,Emergency excision of appendix,10830,Appendicitis,appendicitis,58
J223.00,Recurrent appendicitis,15393,Appendicitis,appendicitis,58
7701.11,Non emergency appendicectomy,662,Appendicitis,appendicitis,58
Jyu2000,[X]Other appendicitis,52383,Appendicitis,appendicitis,58
J201.00,Acute appendicitis with appendix abscess,16040,Appendicitis,appendicitis,58
7701300,Planned delayed appendicectomy NEC,5692,Appendicitis,appendicitis,58
7701000,Interval appendicectomy,10119,Appendicitis,appendicitis,58
7700400,Endoscopic emergency appendicectomy,9206,Appendicitis,appendicitis,58
7701z11,Appendicectomy NEC,422,Appendicitis,appendicitis,58
7702100,Drainage of appendix NEC,29890,Appendicitis,appendicitis,58
J222.00,Relapsing appendicitis,3472,Appendicitis,appendicitis,58
J204.00,Acute appendicitis with localised peritonitis,104722,Appendicitis,appendicitis,58
J221.00,Chronic appendicitis,16152,Appendicitis,appendicitis,58
25J6.00,Appendix mass,9388,Appendicitis,appendicitis,58
7702000,Drainage of abscess of appendix,2394,Appendicitis,appendicitis,58
14C2.00,H/O: appendicitis,7210,Appendicitis,appendicitis,58
J220.00,Subacute appendicitis,24325,Appendicitis,appendicitis,58
J22..00,Other appendicitis,35406,Appendicitis,appendicitis,58
J20z.00,Acute appendicitis NOS,15490,Appendicitis,appendicitis,58
H41..00,Asbestosis,8303,Asbestosis,asbestosis,122
H410.00,Pleural plaque disease due to asbestosis,5005,Asbestosis,asbestosis,122
H41z.00,Asbestosis NOS,51410,Asbestosis,asbestosis,122
H410.11,Asbestos-induced pleural plaque,100994,Asbestosis,asbestosis,122
Hyu4700,[X]Pneumonitis due to inhalation of other solids and liquids,99232,Aspiration pneumonitis,aspiration_pneumo,123
H47y.00,Pneumonitis due to inhalation of other solid or liquid,47504,Aspiration pneumonitis,aspiration_pneumo,123
H471.00,Pneumonitis due to inhalation of oil or essence,56647,Aspiration pneumonitis,aspiration_pneumo,123
H470000,Pneumonitis due to inhalation of regurgitated food,41781,Aspiration pneumonitis,aspiration_pneumo,123
SP13100,Other aspiration pneumonia as a complication of care,13563,Aspiration pneumonitis,aspiration_pneumo,123
H470312,Aspiration pneumonia due to vomit,25054,Aspiration pneumonitis,aspiration_pneumo,123
H47..00,Pneumonitis due to inhalation of solids or liquids,9711,Aspiration pneumonitis,aspiration_pneumo,123
H470300,Pneumonitis due to inhalation of vomitus,45948,Aspiration pneumonitis,aspiration_pneumo,123
H470211,Milk inhalation pneumonitis,30996,Aspiration pneumonitis,aspiration_pneumo,123
H470.00,Pneumonitis due to inhalation of food or vomitus,3847,Aspiration pneumonitis,aspiration_pneumo,123
H470311,Vomit inhalation pneumonitis,56385,Aspiration pneumonitis,aspiration_pneumo,123
H470z00,Pneumonitis due to inhalation of food or vomitus NOS,33837,Aspiration pneumonitis,aspiration_pneumo,123
H47yz00,Pneumonitis due to inhalation of solid or liquid NOS,54252,Aspiration pneumonitis,aspiration_pneumo,123
H470100,Pneumonitis due to inhalation of gastric secretions,59083,Aspiration pneumonitis,aspiration_pneumo,123
H470200,Pneumonitis due to inhalation of milk,66104,Aspiration pneumonitis,aspiration_pneumo,123
H47z.00,Pneumonitis due to inhalation of solid or liquid NOS,46066,Aspiration pneumonitis,aspiration_pneumo,123
H471000,Lipoid pneumonia (exogenous),41015,Aspiration pneumonitis,aspiration_pneumo,123
H470.11,Aspiration pneumonia,101204,Aspiration pneumonitis,aspiration_pneumo,123
H471z00,Pneumonitis due to inhalation of oil or essence NOS,66773,Aspiration pneumonitis,aspiration_pneumo,123
H47..11,Aspiration pneumonitis,10992,Aspiration pneumonitis,aspiration_pneumo,123
H331111,Intrinsic asthma with asthma attack,18323,Asthma,asthma,124
H33z.00,Asthma unspecified,4442,Asthma,asthma,124
H33zz11,Exercise induced asthma,4606,Asthma,asthma,124
H332.00,Mixed asthma,25796,Asthma,asthma,124
H331000,Intrinsic asthma without status asthmaticus,29325,Asthma,asthma,124
212G.00,Asthma resolved,11839,Asthma,asthma,124
H330.13,Hay fever with asthma,15248,Asthma,asthma,124
H330011,Hay fever with asthma,5627,Asthma,asthma,124
H33..11,Bronchial asthma,1555,Asthma,asthma,124
H312000,Chronic asthmatic bronchitis,5798,Asthma,asthma,124
H331100,Intrinsic asthma with status asthmaticus,58196,Asthma,asthma,124
H330.14,Pollen asthma,7731,Asthma,asthma,124
H331.11,Late onset asthma,3665,Asthma,asthma,124
H331z00,Intrinsic asthma NOS,45073,Asthma,asthma,124
H335.00,Chronic asthma with fixed airflow obstruction,106805,Asthma,asthma,124
H330100,Extrinsic asthma with status asthmaticus,27926,Asthma,asthma,124
173d.00,Work aggravated asthma,73522,Asthma,asthma,124
H330000,Extrinsic asthma without status asthmaticus,14777,Asthma,asthma,124
H33z.11,Hyperreactive airways disease,32727,Asthma,asthma,124
H334.00,Brittle asthma,40823,Asthma,asthma,124
H330.11,Allergic asthma,2290,Asthma,asthma,124
1780.00,Aspirin induced asthma,41017,Asthma,asthma,124
14B4.00,H/O: asthma,719,Asthma,asthma,124
H33z000,Status asthmaticus NOS,4892,Asthma,asthma,124
H33..00,Asthma,78,Asthma,asthma,124
H33z111,Asthma attack NOS,8335,Asthma,asthma,124
H330.00,Extrinsic (atopic) asthma,7146,Asthma,asthma,124
663O.00,Asthma not disturbing sleep,13173,Asthma,asthma,124
H33zz12,Allergic asthma NEC,21232,Asthma,asthma,124
H333.00,Acute exacerbation of asthma,185,Asthma,asthma,124
H331.00,Intrinsic asthma,5267,Asthma,asthma,124
H33zz00,Asthma NOS,16070,Asthma,asthma,124
H33z200,Late-onset asthma,12987,Asthma,asthma,124
H33z100,Asthma attack,232,Asthma,asthma,124
2126200,Asthma resolved,10996,Asthma,asthma,124
H330.12,Childhood asthma,1208,Asthma,asthma,124
H330111,Extrinsic asthma with asthma attack,6707,Asthma,asthma,124
173c.00,Occupational asthma,22752,Asthma,asthma,124
1O2..00,Asthma confirmed,11370,Asthma,asthma,124
H33zz13,Allergic bronchitis NEC,18207,Asthma,asthma,124
H33z011,Severe asthma attack,233,Asthma,asthma,124
173A.00,Exercise induced asthma,5867,Asthma,asthma,124
H330z00,Extrinsic asthma NOS,45782,Asthma,asthma,124
Eu84014,[X]Kanner's syndrome,110478,Autism and Asperger's syndrome,autism,182
Eu84012,[X]Infantile autism,50337,Autism and Asperger's syndrome,autism,182
E140.13,Childhood autism,7302,Autism and Asperger's syndrome,autism,182
Eu84011,[X]Autistic disorder,9982,Autism and Asperger's syndrome,autism,182
E140000,Active infantile autism,63251,Autism and Asperger's syndrome,autism,182
E140.12,Autism,1276,Autism and Asperger's syndrome,autism,182
E140.00,Infantile autism,22098,Autism and Asperger's syndrome,autism,182
E140z00,Infantile autism NOS,36662,Autism and Asperger's syndrome,autism,182
Eu84500,[X]Asperger's syndrome,2950,Autism and Asperger's syndrome,autism,182
Eu84112,[X]Mental retardation with autistic features,34174,Autism and Asperger's syndrome,autism,182
Eu84z11,[X]Autistic spectrum disorder,42941,Autism and Asperger's syndrome,autism,182
Eu84000,[X]Childhood autism,3637,Autism and Asperger's syndrome,autism,182
Eu84100,[X]Atypical autism,24044,Autism and Asperger's syndrome,autism,182
Eu84511,[X]Autistic psychopathy,51375,Autism and Asperger's syndrome,autism,182
E140100,Residual infantile autism,69016,Autism and Asperger's syndrome,autism,182
E140.11,Kanner's syndrome,43444,Autism and Asperger's syndrome,autism,182
J616000,Primary biliary cirrhosis,5638,Autoimmune liver disease,autoimm_liver,59
J63B.00,Autoimmune hepatitis,18652,Autoimmune liver disease,autoimm_liver,59
J661700,Primary sclerosing cholangitis,15425,Autoimmune liver disease,autoimm_liver,59
J614111,Autoimmune chronic active hepatitis,7957,Autoimmune liver disease,autoimm_liver,59
F170.00,Idiopathic peripheral autonomic neuropathy,16368,Disorders of autonomic nervous system,autonomic_neuro,216
F369.00,Complex regional pain syndrome,105257,Disorders of autonomic nervous system,autonomic_neuro,216
F170z00,Idiopathic peripheral autonomic neuropathy NOS,49664,Disorders of autonomic nervous system,autonomic_neuro,216
