icd10code,icd10codedescr,disease_new,disease_name_new,disease_number_new
M31.5,Giant cell arteritis with polymyalgia rheumatica,Polymyalgia Rheumatica,pmr,206
M35.3,Polymyalgia rheumatica,Polymyalgia Rheumatica,pmr,206
J15.6,Pneumonia due to other Gram-negative bacteria,Pneumonitis,pneumonitis,133
J16,"Pneumonia due to other infectious organisms, not elsewhere classified",Pneumonitis,pneumonitis,133
J18.1,"Lobar pneumonia, unspecified organism",Pneumonitis,pneumonitis,133
J18.9,"Pneumonia, unspecified organism",Pneumonitis,pneumonitis,133
J15.0,Pneumonia due to Klebsiella pneumoniae,Pneumonitis,pneumonitis,133
J18.8,"Other pneumonia, unspecified organism",Pneumonitis,pneumonitis,133
J15.1,Pneumonia due to Pseudomonas,Pneumonitis,pneumonitis,133
J13,Pneumonia due to Streptococcus pneumoniae,Pneumonitis,pneumonitis,133
J15.9,Unspecified bacterial pneumonia,Pneumonitis,pneumonitis,133
J15.4,Pneumonia due to other streptococci,Pneumonitis,pneumonitis,133
J15.5,Pneumonia due to Escherichia coli,Pneumonitis,pneumonitis,133
J15,bronchopneumonia due to bacteria other than S. pneumoniae and H. influenzae,Pneumonitis,pneumonitis,133
J16.0,Chlamydial pneumonia,Pneumonitis,pneumonitis,133
J15.7,Pneumonia due to Mycoplasma pneumoniae,Pneumonitis,pneumonitis,133
J15.8,Pneumonia due to other specified bacteria,Pneumonitis,pneumonitis,133
J15.3,"Pneumonia due to streptococcus, group B",Pneumonitis,pneumonitis,133
J14,Pneumonia due to Hemophilus influenzae,Pneumonitis,pneumonitis,133
J15.2,Pneumonia due to staphylococcus,Pneumonitis,pneumonitis,133
J93,Pneumothorax,Pneumothorax,pneumothorax,134
K76.6,Portal hypertension,Portal hypertension,portal_htn,79
H30.1,Disseminated chorioretinal inflammation,Posterior Uveitis,post_uveitis,96
H30.9,"Chorioretinal inflammation, unspecified",Posterior Uveitis,post_uveitis,96
H30.0,Focal chorioretinal inflammation,Posterior Uveitis,post_uveitis,96
H32.0,Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere,Posterior Uveitis,post_uveitis,96
H30.8,Other chorioretinal inflammations,Posterior Uveitis,post_uveitis,96
I27.0,Primary pulmonary hypertension,Primary pulmonary hypertension,prim_pulm_htn,37
L40.5,Arthropathic psoriasis,Psoriatic arthropathy,psa,208
M07.2,Psoriatic spondylitis,Psoriatic arthropathy,psa,208
M07.3,Other psoriatic arthropathies,Psoriatic arthropathy,psa,208
M07.1,Arthritis mutilans,Psoriatic arthropathy,psa,208
M07.0,Distal interphalangeal psoriatic arthropathy,Psoriatic arthropathy,psa,208
L40,Psoriasis,Psoriasis,psoriasis,235
M07.3,Other psoriatic arthropathies,Psoriasis,psoriasis,235
M07.1,Arthritis mutilans,Psoriasis,psoriasis,235
M07.0,Distal interphalangeal psoriatic arthropathy,Psoriasis,psoriasis,235
M07.2,Psoriatic spondylitis,Psoriasis,psoriasis,235
M09.0,Juvenile arthritis in psoriasis,Psoriasis,psoriasis,235
E21.2,Other hyperparathyroidism,Hyperparathyroidism,pth,86
E21.0,Primary hyperparathyroidism,Hyperparathyroidism,pth,86
E21.3,"Hyperparathyroidism, unspecified",Hyperparathyroidism,pth,86
E21.1,"Secondary hyperparathyroidism, not elsewhere classified",Hyperparathyroidism,pth,86
H02.4,Ptosis of eyelid,Ptosis of eyelid,ptosis,97
J84.1,Other interstitial pulmonary diseases with fibrosis,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
I73.0,Raynaud's syndrome,Raynaud's syndrome,raynauds,144
I45.1,Other and unspecified right bundle-branch block,Right bundle branch block,rbbb,40
M03,Postinfective and reactive arthropathies in diseases classified elsewhere,Postinfective and reactive arthropathies,reactive,207
M02,Reactive arthropathies,Postinfective and reactive arthropathies,reactive,207
J96,"Respiratory failure, not elsewhere classified",Respiratory failure,resp_failure,135
H33.0,Retinal detachment with retinal break,Retinal detachments and breaks,retinal_detach,98
H33.3,Retinal breaks without detachment,Retinal detachments and breaks,retinal_detach,98
H33.4,Traction detachment of retina,Retinal detachments and breaks,retinal_detach,98
H33.5,Other retinal detachments,Retinal detachments and breaks,retinal_detach,98
H34,Retinal vascular occlusions,Retinal vascular occlusions,retinal_vasc_occl,99
I01,Rheumatic fever with heart involvement,Rheumatic fever,rh_fever,174
I07,Rheumatic tricuspid valve diseases,Rheumatic fever,rh_fever,174
I09,Other rheumatic heart diseases,Rheumatic fever,rh_fever,174
I06,Rheumatic aortic valve diseases,Rheumatic fever,rh_fever,174
I02,Rheumatic chorea,Rheumatic fever,rh_fever,174
I00,Rheumatic fever without mention of heart involvement,Rheumatic fever,rh_fever,174
I05,Rheumatic mitral valve diseases,Rheumatic fever,rh_fever,174
I06,Rheumatic aortic valve diseases,Rheumatic valve dz,rh_valve,39
I05,Rheumatic mitral valve diseases,Rheumatic valve dz,rh_valve,39
I07,Rheumatic tricuspid valve diseases,Rheumatic valve dz,rh_valve,39
J99.0,Rheumatoid lung disease,Rheumatoid Arthritis,rha,145
M05,Seropositive rheumatoid arthritis,Rheumatoid Arthritis,rha,145
M06,Other rheumatoid arthritis,Rheumatoid Arthritis,rha,145
L71.8,Other rosacea,Rosacea,rosacea,236
L71.9,"Rosacea, unspecified",Rosacea,rosacea,236
L71.1,Rhinophyma,Rosacea,rosacea,236
D86,Sarcoidosis,Sarcoidosis,sarcoid,146
M63.3,Myositis in sarcoidosis,Sarcoidosis,sarcoid,146
G53.2,Multiple cranial nerve palsies in sarcoidosis,Sarcoidosis,sarcoid,146
F29,Unspecified nonorganic psychosis,"Schizophrenia, schizotypal and delusional disorders",schizo,191
F21,Schizotypal disorder,"Schizophrenia, schizotypal and delusional disorders",schizo,191
F25,Schizoaffective disorders,"Schizophrenia, schizotypal and delusional disorders",schizo,191
F28,Other nonorganic psychotic disorders,"Schizophrenia, schizotypal and delusional disorders",schizo,191
F22,Persistent delusional disorders,"Schizophrenia, schizotypal and delusional disorders",schizo,191
F20,Schizophrenia,"Schizophrenia, schizotypal and delusional disorders",schizo,191
H19.0,Scleritis and episcleritis in diseases classified elsewhere,Scleritis and episcleritis,scleritis,100
H15.1,Episcleritis,Scleritis and episcleritis,scleritis,100
H15.0,Scleritis,Scleritis and episcleritis,scleritis,100
M41,Scoliosis,Scoliosis,scoliosis,209
L21,Seborrhoeic dermatitis,Seborrheic dermatitis,seb_derm,237
A39.2,Acute meningococcaemia,Septicaemia,sepsis,175
A39.1,Waterhouse-Friderichsen syndrome,Septicaemia,sepsis,175
B37.7,Candidal sepsis,Septicaemia,sepsis,175
A22.7,Anthrax sepsis,Septicaemia,sepsis,175
A20.7,Septicaemic plague,Septicaemia,sepsis,175
A41,Other sepsis,Septicaemia,sepsis,175
A39.3,Chronic meningococcaemia,Septicaemia,sepsis,175
A42.7,Actinomycotic sepsis,Septicaemia,sepsis,175
A02.1,Salmonella sepsis,Septicaemia,sepsis,175
A40,Streptococcal sepsis,Septicaemia,sepsis,175
A32.7,Listerial sepsis,Septicaemia,sepsis,175
A26.7,Erysipelothrix sepsis,Septicaemia,sepsis,175
A39.4,"Meningococcaemia, unspecified",Septicaemia,sepsis,175
P36,Bacterial sepsis of newborn,Septicaemia,sepsis,175
E22.2,Syndrome of inappropriate secretion of antidiuretic hormone,Syndrome of inappropriate secretion of antidiuretic hormone,siadh,89
I49.5,Sick sinus syndrome,Sick sinus syndrome,sick_sinus,41
D57.1,Sickle-cell anaemia without crisis,Sickle-cell anaemia,sickle_cell,147
D57.2,Double heterozygous sickling disorders,Sickle-cell anaemia,sickle_cell,147
D57.0,Sickle-cell anaemia with crisis,Sickle-cell anaemia,sickle_cell,147
D57.8,Other sickle-cell disorders,Sickle-cell anaemia,sickle_cell,147
J32,Chronic sinusitis,Chronic sinusitis,sinusitis,127
M35.0,Sicca syndrome [SjÃ¶gren],Sjogren's disease,sjogren,148
B36,Other superficial mycoses,Infection of skin and subcutaneous tissues,skin,163
L30.3,Infective dermatitis,Infection of skin and subcutaneous tissues,skin,163
A36.3,Cutaneous diphtheria,Infection of skin and subcutaneous tissues,skin,163
B87.0,Cutaneous myiasis,Infection of skin and subcutaneous tissues,skin,163
B88,Other infestations,Infection of skin and subcutaneous tissues,skin,163
B78.1,Cutaneous strongyloidiasis,Infection of skin and subcutaneous tissues,skin,163
B09,Unspecified viral infection characterized by skin and mucous membrane lesions,Infection of skin and subcutaneous tissues,skin,163
L03,Cellulitis,Infection of skin and subcutaneous tissues,skin,163
A20.1,Cellulocutaneous plague,Infection of skin and subcutaneous tissues,skin,163
B55.1,Cutaneous leishmaniasis,Infection of skin and subcutaneous tissues,skin,163
A21.0,Ulceroglandular tularaemia,Infection of skin and subcutaneous tissues,skin,163
B00.1,Herpesviral vesicular dermatitis,Infection of skin and subcutaneous tissues,skin,163
B86,Scabies,Infection of skin and subcutaneous tissues,skin,163
B87.1,Wound myiasis,Infection of skin and subcutaneous tissues,skin,163
B43.0,Cutaneous chromomycosis,Infection of skin and subcutaneous tissues,skin,163
L00,Staphylococcal scalded skin syndrome,Infection of skin and subcutaneous tissues,skin,163
A43.1,Cutaneous nocardiosis,Infection of skin and subcutaneous tissues,skin,163
A26.0,Cutaneous erysipeloid,Infection of skin and subcutaneous tissues,skin,163
L08,Other local infections of skin and subcutaneous tissue,Infection of skin and subcutaneous tissues,skin,163
B45.2,Cutaneous cryptococcosis,Infection of skin and subcutaneous tissues,skin,163
A51.3,Secondary syphilis of skin and mucous membranes,Infection of skin and subcutaneous tissues,skin,163
A22.0,Cutaneous anthrax,Infection of skin and subcutaneous tissues,skin,163
B85,Pediculosis and phthiriasis,Infection of skin and subcutaneous tissues,skin,163
B43.2,Subcutaneous phaeomycotic abscess and cyst,Infection of skin and subcutaneous tissues,skin,163
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",Infection of skin and subcutaneous tissues,skin,163
B46.3,Cutaneous mucormycosis,Infection of skin and subcutaneous tissues,skin,163
B00.0,Eczema herpeticum,Infection of skin and subcutaneous tissues,skin,163
L02,"Cutaneous abscess, furuncle and carbuncle",Infection of skin and subcutaneous tissues,skin,163
A31.1,Cutaneous mycobacterial infection,Infection of skin and subcutaneous tissues,skin,163
A46,Erysipelas,Infection of skin and subcutaneous tissues,skin,163
L05.0,Pilonidal cyst with abscess,Infection of skin and subcutaneous tissues,skin,163
B37.2,Candidiasis of skin and nail,Infection of skin and subcutaneous tissues,skin,163
B07,Viral warts,Infection of skin and subcutaneous tissues,skin,163
L01,Impetigo,Infection of skin and subcutaneous tissues,skin,163
P39.4,Neonatal skin infection,Infection of skin and subcutaneous tissues,skin,163
A18.4,Tuberculosis of skin and subcutaneous tissue,Infection of skin and subcutaneous tissues,skin,163
A06.7,Cutaneous amoebiasis,Infection of skin and subcutaneous tissues,skin,163
B42.1,Lymphocutaneous sporotrichosis,Infection of skin and subcutaneous tissues,skin,163
A32.0,Cutaneous listeriosis,Infection of skin and subcutaneous tissues,skin,163
B38.3,Cutaneous coccidioidomycosis,Infection of skin and subcutaneous tissues,skin,163
B40.3,Cutaneous blastomycosis,Infection of skin and subcutaneous tissues,skin,163
P38,Omphalitis of newborn with or without mild haemorrhage,Infection of skin and subcutaneous tissues,skin,163
B35,Dermatophytosis,Infection of skin and subcutaneous tissues,skin,163
L93,Lupus erythematosus,Lupus erythematosus (local and systemic),sle,203
M32,Systemic lupus erythematosus,Lupus erythematosus (local and systemic),sle,203
G47.3,Sleep apnoea,Sleep apnoea,sleep_apnoea,136
G47.0,Insomnia (NOS),Insomnia & sleep disturbances,insomnia,187
F51.0,Primary insomnia,Insomnia & sleep disturbances,insomnia,187
M48.0,Spinal stenosis,Spinal stenosis,spinal_stenosis,210
M43.1,Spondylolisthesis,Spondylolisthesis,spondylolisthesis,211
M47.8,Other spondylosis,Spondylosis,spondylosis,212
M47.9,"Spondylosis, unspecified",Spondylosis,spondylosis,212
M47.2,Other spondylosis with radiculopathy,Spondylosis,spondylosis,212
M47.1,Other spondylosis with myelopathy,Spondylosis,spondylosis,212
I20.1,Angina pectoris with documented spasm,Stable angina,stable_angina,42
I20.9,"Angina pectoris, unspecified",Stable angina,stable_angina,42
I20.8,Other forms of angina pectoris,Stable angina,stable_angina,42
G46.4,Cerebellar stroke syndrome,Stroke NOS,stroke_nos,43
G46.7,Other lacunar syndromes,Stroke NOS,stroke_nos,43
G46.6,Pure sensory lacunar syndrome,Stroke NOS,stroke_nos,43
G46.5,Pure motor lacunar syndrome,Stroke NOS,stroke_nos,43
G46.3,Brain stem stroke syndrome,Stroke NOS,stroke_nos,43
I69.4,"Sequelae of stroke, not specified as haemorrhage or infarction",Stroke NOS,stroke_nos,43
I64,"Stroke, not specified as haemorrhage or infarction",Stroke NOS,stroke_nos,43
G46.8,Other vascular syndromes of brain in cerebrovascular diseases,Stroke NOS,stroke_nos,43
I60,Subarachnoid haemorrhage,Subarachnoid haemorrhage,subarach,44
I69.0,Sequelae of subarachnoid haemorrhage,Subarachnoid haemorrhage,subarach,44
I62.0,Subdural haemorrhage (acute)(nontraumatic),Subdural haematoma - nontraumatic,subdural_haem,45
F18,Mental and behavioural disorders due to use of volatile solvents,Other psychoactive substance misuse,substance_misuse,189
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,Other psychoactive substance misuse,substance_misuse,189
F13,Mental and behavioural disorders due to use of sedatives or hypnotics,Other psychoactive substance misuse,substance_misuse,189
F11,Mental and behavioural disorders due to use of opioids,Other psychoactive substance misuse,substance_misuse,189
F14,Mental and behavioural disorders due to use of cocaine,Other psychoactive substance misuse,substance_misuse,189
F16,Mental and behavioural disorders due to use of hallucinogens,Other psychoactive substance misuse,substance_misuse,189
F12,Mental and behavioural disorders due to use of cannabinoids,Other psychoactive substance misuse,substance_misuse,189
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine",Other psychoactive substance misuse,substance_misuse,189
I47.1,Supraventricular tachycardia,Supraventricular tachycardia,svt,46
M34,Systemic sclerosis,Systemic sclerosis,sys_sclerosis,213
A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",Tuberculosis,tb,176
M90.0,Tuberculosis of bone,Tuberculosis,tb,176
A18,Tuberculosis of other organs,Tuberculosis,tb,176
A19,Miliary tuberculosis,Tuberculosis,tb,176
M49.0,Tuberculosis of spine,Tuberculosis,tb,176
K67.3,Tuberculous peritonitis,Tuberculosis,tb,176
P37.0,Congenital tuberculosis,Tuberculosis,tb,176
M01.1,Tuberculous arthritis,Tuberculosis,tb,176
K93.0,"Tuberculous disorders of intestines, peritoneum and mesenteric glands",Tuberculosis,tb,176
N33.0,Tuberculous cystitis,Tuberculosis,tb,176
N74.1,Female tuberculous pelvic inflammatory disease,Tuberculosis,tb,176
K23.0,Tuberculous oesophagitis,Tuberculosis,tb,176
A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",Tuberculosis,tb,176
N74.0,Tuberculous infection of cervix uteri,Tuberculosis,tb,176
B90,Sequelae of tuberculosis,Tuberculosis,tb,176
B20.0,HIV disease resulting in mycobacterial infection,Tuberculosis,tb,176
A17,Tuberculosis of nervous system,Tuberculosis,tb,176
J65,Pneumoconiosis associated with tuberculosis,Tuberculosis,tb,176
D56.0,Alpha thalassaemia,Thalassaemia,thala,149
D56.2,Delta-beta thalassaemia,Thalassaemia,thala,149
D56.9,"Thalassaemia, unspecified",Thalassaemia,thala,149
D56.8,Other thalassaemias,Thalassaemia,thala,149
D56.1,Beta thalassaemia,Thalassaemia,thala,149
E05.1,Thyrotoxicosis with toxic single thyroid nodule,Hypo or hyperthyroidism,thyroid,87
E05.9,"Thyrotoxicosis, unspecified",Hypo or hyperthyroidism,thyroid,87
E05.5,Thyroid crisis or storm,Hypo or hyperthyroidism,thyroid,87
E06.3,Autoimmune thyroiditis,Hypo or hyperthyroidism,thyroid,87
E05.2,Thyrotoxicosis with toxic multinodular goitre,Hypo or hyperthyroidism,thyroid,87
E05.8,Other thyrotoxicosis,Hypo or hyperthyroidism,thyroid,87
E03.9,"Hypothyroidism, unspecified",Hypo or hyperthyroidism,thyroid,87
H06.2,Dysthyroid exophthalmos,Hypo or hyperthyroidism,thyroid,87
E06.2,Chronic thyroiditis with transient thyrotoxicosis,Hypo or hyperthyroidism,thyroid,87
E05.0,Thyrotoxicosis with diffuse goitre,Hypo or hyperthyroidism,thyroid,87
E03.8,Other specified hypothyroidism,Hypo or hyperthyroidism,thyroid,87
E06.5,Other chronic thyroiditis,Hypo or hyperthyroidism,thyroid,87
E03.5,Myxoedema coma,Hypo or hyperthyroidism,thyroid,87
E06.9,"Thyroiditis, unspecified",Hypo or hyperthyroidism,thyroid,87
G45.1,Carotid artery syndrome (hemispheric),Transient ischaemic attack,tia,47
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",Transient ischaemic attack,tia,47
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Transient ischaemic attack,tia,47
G45.8,Other transient cerebral ischaemic attacks and related syndromes,Transient ischaemic attack,tia,47
G46.1,Anterior cerebral artery syndrome,Transient ischaemic attack,tia,47
G46.2,Posterior cerebral artery syndrome,Transient ischaemic attack,tia,47
G45.0,Vertebro-basilar artery syndrome,Transient ischaemic attack,tia,47
G45.4,Transient global amnesia,Transient ischaemic attack,tia,47
G45.3,Amaurosis fugax,Transient ischaemic attack,tia,47
G46.0,Middle cerebral artery syndrome,Transient ischaemic attack,tia,47
G45.2,Multiple and bilateral precerebral artery syndromes,Transient ischaemic attack,tia,47
G45.9,"Transient cerebral ischaemic attack, unspecified",Transient ischaemic attack,tia,47
N14.1,"Nephropathy induced by other drugs, medicaments and biological substances",Tubulo-interstitial nephritis,tin,118
N14.3,Nephropathy induced by heavy metals,Tubulo-interstitial nephritis,tin,118
N14.4,"Toxic nephropathy, not elsewhere classified",Tubulo-interstitial nephritis,tin,118
N15.8,Other specified renal tubulo-interstitial diseases,Tubulo-interstitial nephritis,tin,118
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",Tubulo-interstitial nephritis,tin,118
N16.2,Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism,Tubulo-interstitial nephritis,tin,118
N15.9,"Renal tubulo-interstitial disease, unspecified",Tubulo-interstitial nephritis,tin,118
N16.8,Renal tubulo-interstitial disorders in other diseases classified elsewhere,Tubulo-interstitial nephritis,tin,118
N16.4,Renal tubulo-interstitial disorders in systemic connective tissue disorders,Tubulo-interstitial nephritis,tin,118
N16.5,Renal tubulo-interstitial disorders in transplant rejection,Tubulo-interstitial nephritis,tin,118
N14.2,"Nephropathy induced by unspecified drug, medicament or biological substance",Tubulo-interstitial nephritis,tin,118
N14.0,Analgesic nephropathy,Tubulo-interstitial nephritis,tin,118
N16.1,Renal tubulo-interstitial disorders in neoplastic diseases,Tubulo-interstitial nephritis,tin,118
N16.3,Renal tubulo-interstitial disorders in metabolic diseases,Tubulo-interstitial nephritis,tin,118
H93.1,Tinnitus,Tinnitus,tinnitus,84
I45.3,Trifascicular block,Trifascicular block,trifasc_block,48
G50.0,Trigeminal neuralgia,Trigeminal neuralgia,trigem_neur,227
K51,Ulcerative colitis,Inflammatory Bowel Disease,ibd,71
K26,Duodenal ulcer,Peptic ulcer disease,ulcer_peptic,77
K28,Gastrojejunal ulcer,Peptic ulcer disease,ulcer_peptic,77
K25,Gastric ulcer,Peptic ulcer disease,ulcer_peptic,77
K27,"Peptic ulcer, site unspecified",Peptic ulcer disease,ulcer_peptic,77
I20.0,Unstable angina,Unstable Angina,unstable_angina,49
N39.4,Other specified urinary incontinence,Urinary Incontinence,urine_incont,119
N39.3,Stress incontinence,Urinary Incontinence,urine_incont,119
N20.9,"Urinary calculus, unspecified",Urolithiasis,urolithiasis,120
N22.8,Calculus of urinary tract in other diseases classified elsewhere,Urolithiasis,urolithiasis,120
N21.1,Calculus in urethra,Urolithiasis,urolithiasis,120
N20.2,Calculus of kidney with calculus of ureter,Urolithiasis,urolithiasis,120
N21.9,"Calculus of lower urinary tract, unspecified",Urolithiasis,urolithiasis,120
N21.8,Other lower urinary tract calculus,Urolithiasis,urolithiasis,120
N23,Unspecified renal colic,Urolithiasis,urolithiasis,120
N20.0,Calculus of kidney,Urolithiasis,urolithiasis,120
N20.1,Calculus of ureter,Urolithiasis,urolithiasis,120
N13.2,Hydronephrosis with renal and ureteral calculous obstruction,Urolithiasis,urolithiasis,120
N21.0,Calculus in bladder,Urolithiasis,urolithiasis,120
L50,Urticaria,Urticaria,urticaria,238
N34,Urethritis and urethral syndrome,Urinary Tract Infections,uti,177
N30.9,"Cystitis, unspecified",Urinary Tract Infections,uti,177
N29.1,Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere,Urinary Tract Infections,uti,177
N08.0,Glomerular disorders in infectious and parasitic diseases classified elsewhere,Urinary Tract Infections,uti,177
N33.0,Tuberculous cystitis,Urinary Tract Infections,uti,177
N29.0,Late syphilis of kidney,Urinary Tract Infections,uti,177
N15.1,Renal and perinephric abscess,Urinary Tract Infections,uti,177
N13.6,Pyonephrosis,Urinary Tract Infections,uti,177
N37.0,Urethritis in diseases classified elsewhere,Urinary Tract Infections,uti,177
N30.0,Acute cystitis,Urinary Tract Infections,uti,177
N39.0,"Urinary tract infection, site not specified",Urinary Tract Infections,uti,177
N10,Acute tubulo-interstitial nephritis,Urinary Tract Infections,uti,177
N16.0,Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere,Urinary Tract Infections,uti,177
I85,Oesophageal varices,Portal hypertension,portal_htn,79
I98.3,Oesophageal varices with bleeding in diseases classified elsewhere,Portal hypertension,portal_htn,79
I98.2,Oesophageal varices without bleeding in diseases classified elsewhere,Portal hypertension,portal_htn,79
A93,"Other arthropod-borne viral fevers, not elsewhere classified",Viral diseases (excl chronic hepatitis/HIV),viral,178
A80,Acute poliomyelitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
B30,Viral conjunctivitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
A08.4,"Viral intestinal infection, unspecified",Viral diseases (excl chronic hepatitis/HIV),viral,178
A82,Rabies,Viral diseases (excl chronic hepatitis/HIV),viral,178
A60,Anogenital herpesviral [herpes simplex] infection,Viral diseases (excl chronic hepatitis/HIV),viral,178
A83,Mosquito-borne viral encephalitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
B07,Viral warts,Viral diseases (excl chronic hepatitis/HIV),viral,178
G05.1,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",Viral diseases (excl chronic hepatitis/HIV),viral,178
A99,Unspecified viral haemorrhagic fever,Viral diseases (excl chronic hepatitis/HIV),viral,178
A94,Unspecified arthropod-borne viral fever,Viral diseases (excl chronic hepatitis/HIV),viral,178
B19,Unspecified viral hepatitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
B94.2,Sequelae of viral hepatitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
A91,Dengue haemorrhagic fever,Viral diseases (excl chronic hepatitis/HIV),viral,178
J17.1,Pneumonia in viral diseases classified elsewhere,Viral diseases (excl chronic hepatitis/HIV),viral,178
B91,Sequelae of poliomyelitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
B25,Cytomegaloviral disease,Viral diseases (excl chronic hepatitis/HIV),viral,178
B26,Mumps,Viral diseases (excl chronic hepatitis/HIV),viral,178
B00,Herpesviral [herpes simplex] infections,Viral diseases (excl chronic hepatitis/HIV),viral,178
B06,Rubella [German measles],Viral diseases (excl chronic hepatitis/HIV),viral,178
A08.2,Adenoviral enteritis,Viral diseases (excl chronic hepatitis/HIV),viral,178
B15,Acute hepatitis A,Viral diseases (excl chronic hepatitis/HIV),viral,178
A84,Tick-borne viral encephalitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",Viral diseases (excl chronic hepatitis/HIV),viral,178
A85,"Other viral encephalitis, not elsewhere classified",Viral diseases (excl chronic hepatitis/HIV),viral,178
B01,Varicella [chickenpox],Viral diseases (excl chronic hepatitis/HIV),viral,178
B05,Measles,Viral diseases (excl chronic hepatitis/HIV),viral,178
B17,Other acute viral hepatitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
A87,Viral meningitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
J20.4,Acute bronchitis due to parainfluenza virus,Viral diseases (excl chronic hepatitis/HIV),viral,178
H67.1,Otitis media in viral diseases classified elsewhere,Viral diseases (excl chronic hepatitis/HIV),viral,178
A81.1,Subacute sclerosing panencephalitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
A92,Other mosquito-borne viral fevers,Viral diseases (excl chronic hepatitis/HIV),viral,178
B34,Viral infection of unspecified site,Viral diseases (excl chronic hepatitis/HIV),viral,178
A98,"Other viral haemorrhagic fevers, not elsewhere classified",Viral diseases (excl chronic hepatitis/HIV),viral,178
A96,Arenaviral haemorrhagic fever,Viral diseases (excl chronic hepatitis/HIV),viral,178
A81.2,Progressive multifocal leukoencephalopathy,Viral diseases (excl chronic hepatitis/HIV),viral,178
H62.1,Otitis externa in viral diseases classified elsewhere,Viral diseases (excl chronic hepatitis/HIV),viral,178
G04.1,Tropical spastic paraplegia,Viral diseases (excl chronic hepatitis/HIV),viral,178
M89.6,Osteopathy after poliomyelitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
A08.1,Acute gastroenteropathy due to Norwalk agent,Viral diseases (excl chronic hepatitis/HIV),viral,178
A88,"Other viral infections of central nervous system, not elsewhere classified",Viral diseases (excl chronic hepatitis/HIV),viral,178
A08.0,Rotaviral enteritis,Viral diseases (excl chronic hepatitis/HIV),viral,178
A63.0,Anogenital (venereal) warts,Viral diseases (excl chronic hepatitis/HIV),viral,178
H19.1,Herpesviral keratitis and keratoconjunctivitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
B33,"Other viral diseases, not elsewhere classified",Viral diseases (excl chronic hepatitis/HIV),viral,178
G02.0,Meningitis in viral diseases classified elsewhere,Viral diseases (excl chronic hepatitis/HIV),viral,178
B16,Acute hepatitis B,Viral diseases (excl chronic hepatitis/HIV),viral,178
I41.1,Myocarditis in viral diseases classified elsewhere,Viral diseases (excl chronic hepatitis/HIV),viral,178
J20.7,Acute bronchitis due to echovirus,Viral diseases (excl chronic hepatitis/HIV),viral,178
B94.1,Sequelae of viral encephalitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
P35,Congenital viral diseases,Viral diseases (excl chronic hepatitis/HIV),viral,178
J12,"Viral pneumonia, not elsewhere classified",Viral diseases (excl chronic hepatitis/HIV),viral,178
J21.8,Acute bronchiolitis due to other specified organisms,Viral diseases (excl chronic hepatitis/HIV),viral,178
G53.0,Postzoster neuralgia,Viral diseases (excl chronic hepatitis/HIV),viral,178
B27,Infectious mononucleosis,Viral diseases (excl chronic hepatitis/HIV),viral,178
J11,"Influenza, virus not identified",Viral diseases (excl chronic hepatitis/HIV),viral,178
J10,Influenza due to other identified influenza virus,Viral diseases (excl chronic hepatitis/HIV),viral,178
A90,Dengue fever [classical dengue],Viral diseases (excl chronic hepatitis/HIV),viral,178
B20.2,HIV disease resulting in cytomegaloviral disease,Viral diseases (excl chronic hepatitis/HIV),viral,178
J21.9,"Acute bronchiolitis, unspecified",Viral diseases (excl chronic hepatitis/HIV),viral,178
J20.3,Acute bronchitis due to coxsackievirus,Viral diseases (excl chronic hepatitis/HIV),viral,178
J20.6,Acute bronchitis due to rhinovirus,Viral diseases (excl chronic hepatitis/HIV),viral,178
J21.0,Acute bronchiolitis due to respiratory syncytial virus,Viral diseases (excl chronic hepatitis/HIV),viral,178
J20.5,Acute bronchitis due to respiratory syncytial virus,Viral diseases (excl chronic hepatitis/HIV),viral,178
